date,close,Bid,Ask,asset
28-Mar-2014,1.3753,1.3752,1.3754,EUR
21-Mar-2014,1.37935,1.3791,1.3796,EUR
14-Mar-2014,1.39145,1.3914,1.3915,EUR
07-Mar-2014,1.3878,1.3876,1.3880,EUR
28-Feb-2014,1.38025,1.3802,1.3803,EUR
21-Feb-2014,1.37395,1.3737,1.3742,EUR
14-Feb-2014,1.36925,1.3690,1.3695,EUR
07-Feb-2014,1.3635,1.3633,1.3637,EUR
31-Jan-2014,1.3487,1.3485,1.3489,EUR
24-Jan-2014,1.36775,1.3675,1.3680,EUR
17-Jan-2014,1.3541,1.3539,1.3543,EUR
10-Jan-2014,1.36695,1.3667,1.3672,EUR
03-Jan-2014,1.35885,1.3587,1.3590,EUR
27-Dec-2013,1.3742,1.3741,1.3743,EUR
20-Dec-2013,1.36715,1.3671,1.3672,EUR
13-Dec-2013,1.3743,1.3741,1.3745,EUR
06-Dec-2013,1.37055,1.3703,1.3708,EUR
29-Nov-2013,1.35905,1.3589,1.3592,EUR
22-Nov-2013,1.35585,1.3558,1.3559,EUR
15-Nov-2013,1.34955,1.3495,1.3496,EUR
08-Nov-2013,1.33715,1.3370,1.3373,EUR
01-Nov-2013,1.34875,1.3485,1.3490,EUR
25-Oct-2013,1.3805,1.3804,1.3806,EUR
18-Oct-2013,1.36845,1.3684,1.3685,EUR
11-Oct-2013,1.3542,1.3541,1.3543,EUR
04-Oct-2013,1.3558,1.3557,1.3559,EUR
27-Sept-2013,1.3522,1.3521,1.3523,EUR
20-Sept-2013,1.3524,1.3522,1.3526,EUR
13-Sept-2013,1.3294,1.3292,1.3296,EUR
06-Sept-2013,1.318,1.3179,1.3181,EUR
30-Aug-2013,1.32225,1.3220,1.3225,EUR
23-Aug-2013,1.3382,1.3381,1.3383,EUR
16-Aug-2013,1.33295,1.3329,1.3330,EUR
09-Aug-2013,1.3343,1.3342,1.3344,EUR
02-Aug-2013,1.32825,1.3281,1.3284,EUR
26-Jul-2013,1.3279,1.3278,1.3280,EUR
19-Jul-2013,1.31425,1.3142,1.3143,EUR
12-Jul-2013,1.3068,1.3066,1.3070,EUR
05-Jul-2013,1.28315,1.2830,1.2833,EUR
28-Jun-2013,1.301,1.3008,1.3012,EUR
21-Jun-2013,1.3123,1.3122,1.3124,EUR
14-Jun-2013,1.3347,1.3346,1.3348,EUR
07-Jun-2013,1.3223,1.3222,1.3224,EUR
31-May-2013,1.2999,1.2995,1.3003,EUR
24-May-2013,1.29315,1.2929,1.2934,EUR
17-May-2013,1.2839,1.2838,1.2840,EUR
10-May-2013,1.2993,1.2992,1.2994,EUR
03-May-2013,1.3115,1.3113,1.3117,EUR
26-Apr-2013,1.30285,1.3026,1.3031,EUR
19-Apr-2013,1.3052,1.3051,1.3053,EUR
12-Apr-2013,1.3112,1.3111,1.3113,EUR
05-Apr-2013,1.29905,1.2989,1.2992,EUR
29-Mar-2013,1.28205,1.2818,1.2823,EUR
22-Mar-2013,1.29875,1.2985,1.2990,EUR
15-Mar-2013,1.3076,1.3074,1.3078,EUR
08-Mar-2013,1.3006,1.3004,1.3008,EUR
01-Mar-2013,1.30215,1.3020,1.3023,EUR
22-Feb-2013,1.31905,1.3188,1.3193,EUR
15-Feb-2013,1.33635,1.3362,1.3365,EUR
08-Feb-2013,1.3365,1.3363,1.3367,EUR
01-Feb-2013,1.364,1.3639,1.3641,EUR
25-Jan-2013,1.34615,1.3460,1.3463,EUR
18-Jan-2013,1.33195,1.3317,1.3322,EUR
11-Jan-2013,1.3344,1.3343,1.3345,EUR
04-Jan-2013,1.3069,1.3067,1.3071,EUR
28-Dec-2012,1.32165,1.3214,1.3219,EUR
21-Dec-2012,1.31875,1.3185,1.3190,EUR
14-Dec-2012,1.3163,1.3161,1.3165,EUR
07-Dec-2012,1.29265,1.2924,1.2929,EUR
30-Nov-2012,1.29855,1.2984,1.2987,EUR
23-Nov-2012,1.29765,1.2975,1.2978,EUR
16-Nov-2012,1.27435,1.2742,1.2745,EUR
09-Nov-2012,1.2709,1.2708,1.2710,EUR
02-Nov-2012,1.28375,1.2836,1.2839,EUR
26-Oct-2012,1.29415,1.2939,1.2944,EUR
19-Oct-2012,1.3022,1.3021,1.3023,EUR
12-Oct-2012,1.29505,1.2950,1.2951,EUR
05-Oct-2012,1.3034,1.3033,1.3035,EUR
28-Sept-2012,1.28585,1.2858,1.2859,EUR
21-Sept-2012,1.29795,1.2979,1.2980,EUR
14-Sept-2012,1.31265,1.3124,1.3129,EUR
07-Sept-2012,1.2816,1.2815,1.2817,EUR
31-Aug-2012,1.2577,1.2575,1.2579,EUR
